product_external_id,reason
КА-00001273,explicit_out_of_scope_after_live_sample_review
КА-00001457,explicit_out_of_scope_after_live_sample_review
КА-00001462,explicit_out_of_scope_after_live_sample_review
КА-00001466,explicit_out_of_scope_after_live_sample_review
КА-00001467,explicit_out_of_scope_after_live_sample_review
КА-00001517,explicit_out_of_scope_after_live_sample_review
КА-00001520,explicit_out_of_scope_after_live_sample_review
КА-00001595,explicit_out_of_scope_after_live_sample_review
КА-00001596,explicit_out_of_scope_after_live_sample_review
КА-00001599,explicit_out_of_scope_after_live_sample_review
КА-00001662,explicit_out_of_scope_after_live_sample_review
КА-00001664,explicit_out_of_scope_after_live_sample_review
КА-00001819,explicit_out_of_scope_after_live_sample_review
КА-00001837,explicit_out_of_scope_after_live_sample_review
КА-00001839,explicit_out_of_scope_after_live_sample_review
КА-00001843,explicit_out_of_scope_after_live_sample_review
КА-00001871,explicit_out_of_scope_after_live_sample_review
КА-00002036,explicit_out_of_scope_after_live_sample_review
КА-00002037,explicit_out_of_scope_after_live_sample_review
КА-00002038,explicit_out_of_scope_after_live_sample_review
КА-00002251,explicit_out_of_scope_after_live_sample_review
КА-00002254,explicit_out_of_scope_after_live_sample_review
КА-00002363,explicit_out_of_scope_after_live_sample_review
КА-00002393,explicit_out_of_scope_after_live_sample_review
КА-00002464,explicit_out_of_scope_after_live_sample_review
КА-00002465,explicit_out_of_scope_after_live_sample_review
КА-00002468,explicit_out_of_scope_after_live_sample_review
КА-00002570,explicit_out_of_scope_after_live_sample_review
КА-00002629,explicit_out_of_scope_after_live_sample_review
КА-00002706,explicit_out_of_scope_after_live_sample_review
КА-00002710,explicit_out_of_scope_after_live_sample_review
КА-00002711,explicit_out_of_scope_after_live_sample_review
КА-00002788,explicit_out_of_scope_after_live_sample_review
КА-00002936,explicit_out_of_scope_after_live_sample_review
КА-00002937,explicit_out_of_scope_after_live_sample_review
КА-00003408,explicit_out_of_scope_after_live_sample_review
КА-00003409,explicit_out_of_scope_after_live_sample_review
КА-00003561,explicit_out_of_scope_after_live_sample_review
КА-00003600,explicit_out_of_scope_after_live_sample_review
КА-00003601,explicit_out_of_scope_after_live_sample_review
КА-00003602,explicit_out_of_scope_after_live_sample_review
КА-00003763,explicit_out_of_scope_after_live_sample_review
КА-00003764,explicit_out_of_scope_after_live_sample_review
КА-00004326,explicit_out_of_scope_after_live_sample_review
КА-00004662,explicit_out_of_scope_after_live_sample_review
КА-00004663,explicit_out_of_scope_after_live_sample_review
КА-00004838,explicit_out_of_scope_after_live_sample_review
КА-00004839,explicit_out_of_scope_after_live_sample_review
КА-00005042,explicit_out_of_scope_after_live_sample_review
КА-00005153,explicit_out_of_scope_after_live_sample_review
КА-00005154,explicit_out_of_scope_after_live_sample_review
КА-00005401,explicit_out_of_scope_after_live_sample_review
КА-00005404,explicit_out_of_scope_after_live_sample_review
КА-00005418,explicit_out_of_scope_after_live_sample_review
КА-00005671,explicit_out_of_scope_after_live_sample_review
КА-00005834,explicit_out_of_scope_after_live_sample_review
КА-00005835,explicit_out_of_scope_after_live_sample_review
КА-00005838,explicit_out_of_scope_after_live_sample_review
КА-00005839,explicit_out_of_scope_after_live_sample_review
КА-00005848,explicit_out_of_scope_after_live_sample_review
КА-00005928,explicit_out_of_scope_after_live_sample_review
КА-00006066,explicit_out_of_scope_after_live_sample_review
КА-00006322,explicit_out_of_scope_after_live_sample_review
КА-00006350,explicit_out_of_scope_after_live_sample_review
КА-00006362,explicit_out_of_scope_after_live_sample_review
КА-00006363,explicit_out_of_scope_after_live_sample_review
КА-00006438,explicit_out_of_scope_after_live_sample_review
КА-00006516,explicit_out_of_scope_after_live_sample_review
КА-00006613,explicit_out_of_scope_after_live_sample_review
КА-00006784,explicit_out_of_scope_after_live_sample_review
КА-00007068,explicit_out_of_scope_after_live_sample_review
ФР-00000584,explicit_out_of_scope_after_live_sample_review
ФР-00002152,explicit_out_of_scope_after_live_sample_review
ФР-00002153,explicit_out_of_scope_after_live_sample_review
ФР-00002157,explicit_out_of_scope_after_live_sample_review
ФР-00002158,explicit_out_of_scope_after_live_sample_review
ФР-00002159,explicit_out_of_scope_after_live_sample_review
ФР-00002161,explicit_out_of_scope_after_live_sample_review
ФР-00002165,explicit_out_of_scope_after_live_sample_review
