cluster_id,manufacturer_candidate,decision,reason_code,evidence,retry_condition
delta:FT1290,Delta,hold,exact_legacy_model_source_not_located,No official Delta Battery primary page or datasheet was located for exact legacy FT12-90.,Official Delta Battery archive page or datasheet naming FT12-90.
delta:GEL12120,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact GEL 12120 model.,Official Delta Battery product page or datasheet naming GEL 12120.
delta:GEL1245,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact GEL 1245 model.,Official Delta Battery product page or datasheet naming GEL 1245.
delta:GEL1265,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact GEL 1265 model.,Official Delta Battery product page or datasheet naming GEL 1265.
delta:GS1232,Delta,hold,exact_model_source_not_located,No official Delta Battery primary page or datasheet was located for exact GS12-32.,Official Delta Battery product page or datasheet naming GS12-32.
delta:GX12120,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact GX 12120 model.,Official Delta Battery product page or datasheet naming GX 12120.
delta:GX1233,Delta,hold,exact_model_source_not_located,No accessible official Delta Battery product page or datasheet was located for exact GX 12-33 in this pass.,Official Delta Battery product page or datasheet naming GX 12-33.
delta:HR1218,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact HR 1218 model.,Official Delta Battery product page or datasheet naming HR 1218.
delta:HR1221,Delta,hold,terminal_suffix_unverified,The raw name includes HR 1221 W F2. A source for the model core would not establish the F2 terminal suffix without the exact product drawing.,Official Delta Battery page or drawing naming HR 1221 W F2.
delta:HR1226,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact HR 1226 model.,Official Delta Battery product page or datasheet naming HR 1226.
delta:HR1272,Delta,hold,exact_model_source_not_located,No accessible official Delta Battery product page or datasheet was located for exact HR 12-7.2.,Official Delta Battery product page or datasheet naming HR 12-7.2.
delta:HR69,Delta,hold,exact_model_source_not_located,No official Delta Battery product page or datasheet was located for the exact HR 69 model.,Official Delta Battery product page or datasheet naming HR 69.
delta:HRL1212,Delta,hold,exact_model_source_not_located,The exact legacy HRL 1212 suffix is not established by an official current Delta Battery source.,Official Delta Battery source naming the exact HRL 1212 variant and suffix.
delta:HRL1218,Delta,hold,exact_model_source_not_located,The exact legacy HRL 1218 suffix is not established by an official current Delta Battery source.,Official Delta Battery source naming the exact HRL 1218 variant and suffix.
delta:HRL1226,Delta,hold,exact_model_source_not_located,The exact legacy HRL 1226 suffix is not established by an official current Delta Battery source.,Official Delta Battery source naming the exact HRL 1226 variant and suffix.
delta:HRL1272,Delta,hold,exact_suffix_unverified,The raw name specifies HRL 12-7.2 X; no accessible official Delta Battery source was located for this exact X variant.,Official Delta Battery page or datasheet naming HRL 12-7.2 X.
delta:HRL1280,Delta,hold,exact_model_source_not_located,The exact legacy HRL 1280 suffix is not established by an official current Delta Battery source.,Official Delta Battery source naming the exact HRL 1280 variant and suffix.
delta:СТ1230,Delta,hold,model_code_script_ambiguous,The local model code starts with Cyrillic С rather than Latin C; it must not be silently normalized to a different Delta CT model.,Manufacturer label or official Delta Battery document that fixes the exact Latin model code.
energizer:AA2000MAH,Energizer,hold,primary_source_required,The exact Power Plus commercial model and stated capacity were not confirmed by an official primary source,Obtain Energizer part number or current official datasheet for this exact SKU.
energizer:AA2300MAH,Energizer,hold,primary_source_required,The exact Extreme commercial model and stated capacity were not confirmed by an official primary source,Obtain Energizer part number or current official datasheet for this exact SKU.
energizer:AAA700,Energizer,hold,primary_source_required,Wave 119 final cluster input marks identity_source=name_candidate+name_alias and research_gate=official_manufacturer_source_required; no exact manufacturer evidence recorded.,Exact Energizer source must match Reach Power Plus AAA 700/R03 and package/variant.
energizer:AAAE92,Energizer,hold,primary_source_required,"Primary datasheet identifies EN92; local name says E92, so the model code cannot be silently corrected. || https://data.energizer.com/pdfs/en92.pdf",Obtain a manufacturer document or product label that explicitly maps E92 to EN92.
energizer:AAALR03,Energizer,hold,primary_source_required,AAA LR03 is a size designation; source does not establish the exact local SKU or its 3-cell package || https://data.energizer.com/pdfs/en92.pdf,Obtain exact Energizer SKU or packaging identifier from 1C or manufacturer label.
energizer:ADVANCEDLR6,Energizer,hold,primary_source_required,No official primary source was found for this exact ECO Advanced LR6 commercial variant,Obtain manufacturer product code or official datasheet for ECO Advanced LR6.
energizer:C2500,Energizer,hold,primary_source_required,Wave 119 final cluster input marks identity_source=name_candidate+name_alias and research_gate=official_manufacturer_source_required; no exact manufacturer evidence recorded.,Exact Energizer source must match Recharge Power Plus C 2500/R14 and package/variant.
energizer:CR2450,Energizer,hold,primary_source_required,The cluster mixes an explicit contact variant; a base-cell source cannot prove terminal configuration || https://energizer.com/eu/uk/product/energizer-electronics-batteries-cr2032/,Split base and contact variants with manufacturer part numbers and official drawing.
energizer:CR2450VAN,Energizer,hold,primary_source_required,Suffix VAN is not confirmed by an official primary source,Obtain exact Energizer part number and official drawing or datasheet.
energizer:E300638700,Energizer,hold,primary_source_required,Wave 119 final cluster input marks identity_source=name_candidate+name_alias and research_gate=official_manufacturer_source_required; no exact manufacturer evidence recorded.,Exact Energizer source must match E300638700 and Industrial AA/LR6 package quantity.
energizer:EN91,Energizer,hold,primary_source_required,"Manufacturer EN91 datasheet is an alkaline Industrial AA/LR6 cell, while the local name says Ultimate Lithium. || https://data.energizer.com/pdfs/en91_industrial_na.pdf",Resolve whether the source record should be EN91 or L91 before applying any facts.
energizer:LR03,Energizer,hold,primary_source_required,No official primary source was found for this exact ECO Advanced LR03 commercial variant,Obtain manufacturer product code or official datasheet for ECO Advanced LR03.
energizer:LR03AAA,Energizer,hold,primary_source_required,Wave 119 final cluster input marks identity_source=name_candidate+name_alias and research_gate=official_manufacturer_source_required; no exact manufacturer evidence recorded.,Exact Energizer MAX LR03/AAA source with BP3+1 pack variant.
energizer:LR14,Energizer,hold,variant_or_bundle_ambiguous,Three members share generic LR14 while representative carries EN93 C Industrial; name-only evidence cannot choose product/package or safely merge members.,Exact Energizer EN93/LR14 manufacturer source and a product identifier for each member.
energizer:LR20,Energizer,hold,variant_or_bundle_ambiguous,Two members share generic LR20; representative is MAX D LR20 BL-2 but name-only evidence does not prove both are the same package.,Exact Energizer MAX D/LR20 manufacturer source and a product identifier for each member.
energizer:LR22,Energizer,hold,primary_source_required,EN22/LR22 correspondence and exact Industrial SKU were not confirmed by an official primary source,Obtain exact manufacturer part number or official LR22/EN22 datasheet.
energizer:LR6AA,Energizer,hold,variant_or_bundle_ambiguous,"Two members share generic LR6/AA; representative says Industrial BP10, but package identity is not proven for both records.",Exact Energizer Industrial LR6/AA manufacturer source and package identifiers for both members.
energizer:REACHERGE2500MAH,Energizer,hold,exact_commercial_variant_unverified,Official Energizer sources found do not identify the raw Recharge 2500 mAh AA commercial variant.,Exact Energizer AA 2500 mAh primary data sheet or product code.
energizer:БАТАРЕЙКА27A,Energizer,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Energizer 27A source including voltage and pack variant.
energizer:ИНДУСТРИАЛЬНЫЕAALR6,Energizer,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Energizer Industrial AA/LR6 DP1 source and package evidence.
energizer:ПИТАНИЯ23E,Energizer,hold,primary_source_required,Official source supports A23/E23A but not the local 23E designation as an exact model || https://energizer.com/eu/uk/product/energizer-electronic-batteries-a23-e23a/,Obtain package/label evidence mapping 23E to official model.
fanso:CR1225VBY2,FANSO,hold,exact_suffix_unverified,"Official FANSO current catalogue does not establish CR1225-VBY2, including the VBY2 terminal/pack suffix.",Official FANSO datasheet or product page naming CR1225-VBY2.
fanso:CR12AAWSC,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,"Exact Fanso CR1/2AA-WSC datasheet, including lead/terminal suffix."
fanso:CR14250,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250/BLS-2 datasheet or manufacturer page.
fanso:CR142503FP,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250/3FP datasheet including suffix.
fanso:CR14250E2PT,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250E/2PT datasheet including suffix.
fanso:CR14250H2PF,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250H/2PF datasheet including suffix.
fanso:CR14250H2PT,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250H/2PT datasheet including suffix.
fanso:CR14250H3FP,FANSO,hold,exact_suffix_unverified,Official FANSO current catalogue did not establish the CR14250H/3FP chemistry and lead suffix as one exact model.,Official FANSO datasheet/product page for CR14250H/3FP.
fanso:CR14250H3PF,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250H/3PF datasheet including suffix.
fanso:CR14250HEHR02,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250H/EHR-02 datasheet including connector/lead suffix.
fanso:CR14250HP,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR14250H/P datasheet including suffix.
fanso:CR14250LD,FANSO,hold,exact_suffix_unverified,Official FANSO current catalogue did not establish CR14250-LD.,Official FANSO datasheet/product page for CR14250-LD.
fanso:CR2032VAY3178,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso CR2032-VAY3-17.8 datasheet including tab/lead variant.
fanso:ER14250,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso ER14250 2PF datasheet including suffix.
fanso:ER14505,Fanso,hold,variant_or_bundle_ambiguous,Three members share ER14505 but representative specifies leads; name-only evidence cannot prove the exact lead/connector configuration or merge all members.,Exact Fanso ER14505 datasheet plus per-member suffix/lead identifiers.
fanso:ER17505,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso ER17505 4PF datasheet including suffix.
fanso:ER17505VB,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso ER17505-VB datasheet including suffix.
fanso:ER18505,FANSO,hold,model_family_conflict,"Official FANSO page confirms ER18505H, not ER18505 with HU-2 connector.",Official FANSO ER18505 HU-2 assembly datasheet.
fanso:ER18505M,FANSO,hold,assembly_connector_unverified,"The name states a 2× ER18505M assembly with Molex 51021-2. The official model-core source found is for ER18505H, not this M assembly. || The name states a 2× ER18505M assembly with leads. No official source verifies the assembly topology or lead configuration.",Official FANSO assembly datasheet/BOM confirming two ER18505M cells and Molex 51021-2. || Official FANSO assembly datasheet/BOM confirming two ER18505M cells and the exact lead variant.
fanso:ER2450,FANSO,hold,primary_source_required,No exact official FANSO ER2450 product page/datasheet was located in this pass.,Official FANSO ER2450 datasheet.
fanso:ER2450VCY2,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso ER2450-VCY2 datasheet including suffix.
fanso:ER26500,Fanso,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Fanso ER26500 2PF datasheet including suffix.
fanso:ER26500M,FANSO,hold,primary_source_required,No exact official FANSO ER26500M product page/datasheet was located in this pass.,Official FANSO ER26500M data sheet.
fanso:ER32L065,FANSO,hold,primary_source_required,No exact official FANSO ER32L065 product page/datasheet was located in this pass.,Official FANSO ER32L065 data sheet.
fiamm:12FGL55,Fiamm,hold,primary_source_required,No exact current FIAMM primary source was located.,Official FIAMM 12FGL55 datasheet.
fiamm:12FIT60,Fiamm,hold,primary_source_required,No exact current FIAMM manufacturer-primary source for 12FIT60 was located.,Official FIAMM 12FIT60 data sheet.
kijo:6EVF45AH,Kijo,hold,primary_source_required,No exact KIJO primary source was located.,Official KIJO 6-EVF-45Ah datasheet matching M6 terminals.
kijo:6EVG100AH,Kijo,hold,manufacturer_model_unverified,Wave 119 primary-source research found no exact Kijo manufacturer source for 6-EVG-100Ah; 12V/100Ah must not be inferred from a raw label alone.,Exact Kijo 6-EVG-100Ah datasheet or manufacturer catalogue entry.
leoch:DJ150,Leoch,hold,capacity_conflict,Wave 119: no exact Leoch DJ150 primary page/data sheet was found. The raw record says 2V/155Ah; other Leoch 2V/150 models are not evidence for DJ150.,"Exact Leoch DJ150 datasheet must establish model, nominal voltage, capacity rate and capacity."
leoch:DJ500,Leoch,hold,primary_source_required,No exact official Leoch source for DJ500 was located.,Official Leoch DJ500 2V 500Ah data sheet.
leoch:DJW122,Leoch,hold,primary_source_required,No exact official Leoch source for DJW12-2.9 was located.,Official Leoch DJW12-2.9 data sheet.
leoch:DJW1224S,Leoch,hold,primary_source_required,No exact official Leoch source for DJW12-24S was located.,Official Leoch DJW12-24S data sheet.
out_of_scope:CR17335SEPHR2,unknown,hold,false_positive_scope,"Exact source row: Батарея литиевая CR17335-SE разъем PHR-2 /Китай/. A connector/terminal is a variant of a primary battery, not proof that the product is out of scope. || CR17335-SE with PHR-2 connector remains a primary-cell/battery listing. Connector and soldered terminals are a variant, not grounds for exclusion.",Obtain manufacturer and exact CR17335-SE PHR-2 datasheet before drafting; do not exclude or unpublish. || Obtain manufacturer and exact data sheet before drafting; do not exclude or unpublish.
out_of_scope:CR2450MFJST,unknown,hold,false_positive_scope,"CR2450-MF with JST ZH 1.5 2-pin connector and wire remains a primary-cell/battery listing. The connector is a variant, not grounds for exclusion.",Obtain manufacturer and exact data sheet before drafting; do not exclude or unpublish.
panasonic:2BR23A,Panasonic,hold,primary_source_required,"Manufacturer page documents one BR-2/3A 3V cell, not the local 2-cell 6V assembly. || https://energy.panasonic.com/tw/business/products/lithium/cylindrical-br/models/BR-2-3A",Obtain Panasonic documentation for the exact two-cell assembly.
panasonic:2HHR120AAB,Panasonic,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Panasonic 2HHR-120AAB datasheet.
panasonic:2NCR18650BD,Panasonic,hold,primary_source_required,Two-cell pack construction is not established by an exact official manufacturer source,Obtain official pack part number and wiring datasheet.
panasonic:4NCR18650BD,Panasonic,hold,primary_source_required,Four-cell pack construction is not established by an exact official manufacturer source,Obtain official pack part number and wiring datasheet.
panasonic:8ХCR123APAB,Panasonic,hold,primary_source_required,The local identity is an 8-cell pack; a single-cell CR123A source is insufficient. || https://energy.panasonic.com/eu/business/products/lithium/cylindrical-cr-standard/models/CR123A,Obtain a manufacturer document for the exact 8x CR-123APA/B assembly.
panasonic:ALKALINE12V,Panasonic,hold,manufacturer_model_unverified,Raw record says only A23 alkaline 12V; no exact Panasonic manufacturer model/pack identifier is recorded.,Exact Panasonic A23 product page/datasheet and pack variant.
panasonic:BK3HCDE4BE,Panasonic,hold,primary_source_required,Exact BK-3HCDE commercial variant was not confirmed by an official primary source in this pass,Obtain Panasonic official product page or datasheet for BK-3HCDE.
panasonic:BR12251F4C,Panasonic,hold,primary_source_required,BR1225 base-cell source does not prove 1F4C terminal construction || https://energy.panasonic.com/eu/business/products/lithium/coin-br-standard/models/BR1225,Obtain Panasonic terminal drawing or exact part-number datasheet.
panasonic:BR1225AHBN,Panasonic,hold,primary_source_required,The source confirms BR1225A core but the local HBN terminal variant is not independently resolved. || https://energy.panasonic.com/eu/business/products/lithium/coin-br-high-temp/models/BR1225A,Obtain the Panasonic terminal drawing or part-number mapping for BR1225A/HBN.
panasonic:BR12AAE2PN,Panasonic,hold,primary_source_required,Terminal/lead suffix E2PN is not safely inferable from the base-size name. || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain exact Panasonic terminal drawing or product datasheet for BR1/2AAE2PN.
panasonic:BR1632,Panasonic,hold,primary_source_required,The VAN suffix is a terminal or construction variant and cannot be inferred from base-cell data || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain Panasonic BR1632A/VAN drawing or exact part-number datasheet.
panasonic:BR1632AHAN,Panasonic,hold,primary_source_required,HAN is a terminal variant; base BR1632A characteristics do not establish the local configuration || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official Panasonic BR1632A/HAN drawing.
panasonic:BR1632HAN,Panasonic,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Panasonic BR1632/HAN datasheet including terminal variant.
panasonic:BR2330,Panasonic,hold,primary_source_required,The local item explicitly has 1HF1 leads; lead configuration must not be inferred from the base cell || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official BR2330 1HF1 part drawing.
panasonic:BR2330F3N,Panasonic,hold,primary_source_required,The official terminal list identifies F3N as a distinct terminal drawing; it must not be collapsed into the base cell || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain and associate the exact BR2330/F3N drawing.
panasonic:BR23AE2SPN,Panasonic,hold,primary_source_required,Terminal/lead suffix E2SPN is not safely inferable from the BR-2/3A core. || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain exact Panasonic terminal drawing or product datasheet for BR2/3AE2SPN.
panasonic:BR23AGCT4A,Panasonic,hold,primary_source_required,Terminal/lead suffix GCT4A requires exact part-number evidence. || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain exact Panasonic terminal drawing or product datasheet for BR-2/3AGCT4A.
panasonic:BR23AH,Panasonic,hold,primary_source_required,Local record explicitly has leads; base-cell source cannot establish its terminal configuration. || https://energy.panasonic.com/tw/business/products/lithium/cylindrical-br/models/BR-2-3A,Obtain the Panasonic drawing for BR2/3AH.
panasonic:BR2477AFBN,Panasonic,hold,primary_source_required,FBN suffix is a terminal/package variant not established by a base model source || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain exact Panasonic BR2477A/FBN documentation.
panasonic:BR2477AGA,Panasonic,hold,primary_source_required,GA suffix is an unverified terminal variant in this import record || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain Panasonic BR2477A/GA technical drawing.
panasonic:BR26505,Panasonic,hold,primary_source_required,Local item includes tabs and BR26505 is not established by the cited BR-2/3A source || https://energy.panasonic.com/tw/business/products/lithium/cylindrical-br/models/BR-2-3A,Obtain official BR26505 tabbed-cell part number/drawing.
panasonic:BR2GCF2W,Panasonic,hold,primary_source_required,Terminal configuration F2W is part of the identity and has not been verified. || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain exact Panasonic terminal drawing or product datasheet for BR-2GCF2W.
panasonic:BRAGCF2W,Panasonic,hold,primary_source_required,Terminal configuration F2W is part of the identity and has not been verified. || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain exact Panasonic terminal drawing or product datasheet for BR-AGCF2W.
panasonic:CR123,Panasonic,hold,primary_source_required,Official source is for CR123A; the local CR123 label is insufficient to assert exact identity || https://energy.panasonic.com/eu/business/products/lithium/cylindrical-cr-standard/models/CR123A,Obtain label or 1C code confirming CR123 equals CR123A for this SKU.
panasonic:CR123A,Panasonic,hold,primary_source_required,The catalog names a multi-cell 6V assembly; single-cell CR123A source cannot prove assembly wiring or attributes || https://energy.panasonic.com/eu/business/products/lithium/cylindrical-cr-standard/models/CR123A,Obtain official assembled-pack part number and datasheet.
panasonic:CR123APAB,Panasonic,hold,primary_source_required,The item is an assembled pack with variant suffixes; base-cell evidence is insufficient || https://energy.panasonic.com/eu/business/products/lithium/cylindrical-cr-standard/models/CR123A,Obtain pack manufacturer/part number and official technical sheet.
panasonic:CR123LA,Panasonic,hold,primary_source_required,Local CR123LA code is not proven equivalent to Panasonic CR123A by a primary source. || https://energy.panasonic.com/eu/business/products/lithium/cylindrical-cr-standard/models/CR123A,Obtain exact Panasonic part-number mapping for CR123LA.
panasonic:CR2330,Panasonic,hold,primary_source_required,The item explicitly has 1HF1 leads; base-cell facts cannot prove the terminal configuration || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official CR2330 1HF1 drawing.
panasonic:CR2354,Panasonic,hold,primary_source_required,The item explicitly has 1VC leads and local capacity must not be copied without exact source || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official CR2354 1VC drawing and datasheet.
panasonic:CR2450,Panasonic,hold,primary_source_required,The local item explicitly has leads; base-cell documentation does not prove lead variant || https://energy.panasonic.com/eu/business/products/lithium/coin-cr-standard/models/CR2450,Obtain exact Panasonic leaded CR2450 part number and drawing.
panasonic:CR2477,Panasonic,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Panasonic CR2477 source including leaded variant.
panasonic:CR2477NFHLF,Panasonic,hold,primary_source_required,NFH-LF suffix identifies a terminal/lead variant not proven by a base CR2477 source || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official CR2477NFH-LF drawing and datasheet.
panasonic:CR2477NRHLF,Panasonic,hold,primary_source_required,NRH-LF suffix identifies a terminal/lead variant not proven by a base CR2477 source || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official CR2477NRH-LF drawing and datasheet.
panasonic:FANUC1S,Panasonic,hold,primary_source_required,PLC backup-pack identity is not a Panasonic cell model and no primary source was found.,Obtain the PLC manufacturer part number and the pack datasheet.
panasonic:HHR120AAB,Panasonic,hold,primary_source_required,Official Panasonic material documents an HHR-120AA cell but the local record is a five-cell 6V assembly with AAB suffix || https://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,Obtain official assembled-pack part number/datasheet or a bill of materials confirming wiring and suffix construction.
panasonic:HHR200AB,Panasonic,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Panasonic HHR-200AB datasheet.
panasonic:LR41,Panasonic,hold,primary_source_required,No current Panasonic manufacturer-primary product page or datasheet for the exact LR41 retail item was located.,Obtain a Panasonic LR41 primary datasheet or product label.
panasonic:LR44,Panasonic,hold,variant_or_bundle_ambiguous,Two LR44 records are grouped by generic cell designation; name-only evidence cannot prove identical brand/package variants.,Exact Panasonic LR44 page/datasheet and package identifiers for both members.
panasonic:NCR18650B,Panasonic,hold,primary_source_required,The current official catalog confirms lithium-ion product policy but did not expose an exact NCR18650B primary product page || https://energy.panasonic.com/eu/business/products/lithium-ion,Obtain current Panasonic NCR18650B datasheet and confirm authorized distribution/variant identity.
panasonic:NCR18650BD,Panasonic,hold,primary_source_required,Records describe multi-cell assemblies; base-cell evidence cannot prove pack wiring or construction,Obtain official assembly part numbers and datasheets.
panasonic:NCR18650BDS3200MAH10A,Panasonic,hold,primary_source_required,Exact NCR18650BD-S suffix was not confirmed by an official current product page,Obtain manufacturer datasheet for NCR18650BD-S.
panasonic:NCR18650GA,Panasonic,hold,primary_source_required,Official page establishes the base NCR18650GA cell but not the local welded-tab construction or tab dimensions || https://energy.panasonic.com/eu/business/products/lithium-ion/models/NCR18650GA,Obtain official Panasonic tabbed-part drawing or manufacturer part number for this exact configuration.
panasonic:VL2330HFN,Panasonic,hold,primary_source_required,HFN is an explicit terminal variant and must retain its construction identity || https://energy.panasonic.com/ap/business/downloads/terminal,Obtain official Panasonic VL2330/HFN drawing.
panasonic:СR2330,Panasonic,hold,primary_source_required,The imported model prefix is encoding-damaged and the name explicitly says with leads || https://energy.panasonic.com/ap/business/downloads/terminal,Normalize source encoding and obtain exact leaded part number.
panasonic:СR2354,Panasonic,hold,primary_source_required,The imported model prefix is encoding-damaged and the item has leads; local capacity must not be copied without an exact source || https://energy.panasonic.com/ap/business/downloads/terminal,Normalize source encoding and obtain exact leaded part number/drawing.
panasonic:СR2450,Panasonic,hold,primary_source_required,The imported model prefix is encoding-damaged and the item has leads || https://energy.panasonic.com/ap/business/downloads/terminal,Normalize source encoding and obtain exact leaded part number/drawing.
